"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BAJFINANCE","EQ","03-Jul-2017","       1373.10","       1380.00","       1390.00","       1366.50","       1384.00","       1387.15","       1380.67","     446514","           616490664.50","      18913","     193216","         43.27"
"BAJFINANCE","EQ","04-Jul-2017","       1387.15","       1390.00","       1408.75","       1376.55","       1378.00","       1379.55","       1388.07","     704342","           977677586.10","      23191","     350690","         49.79"
"BAJFINANCE","EQ","05-Jul-2017","       1379.55","       1375.00","       1407.00","       1370.10","       1399.00","       1398.55","       1391.60","     643929","           896093763.40","      25001","     298889","         46.42"
"BAJFINANCE","EQ","06-Jul-2017","       1398.55","       1398.90","       1413.50","       1392.35","       1397.50","       1399.30","       1404.77","     418130","           587376329.20","      25318","     178634","         42.72"
"BAJFINANCE","EQ","07-Jul-2017","       1399.30","       1398.50","       1403.60","       1387.40","       1393.00","       1391.70","       1395.07","     202005","           281811710.30","       8185","      75611","         37.43"
"BAJFINANCE","EQ","10-Jul-2017","       1391.70","       1451.55","       1451.55","       1395.10","       1411.55","       1412.80","       1410.24","     150018","           211560811.05","       3910","      96462","         64.30"
"BAJFINANCE","EQ","11-Jul-2017","       1412.80","       1419.40","       1431.00","       1409.60","       1422.00","       1419.20","       1422.27","     665556","           946603580.40","      28991","     319337","         47.98"
"BAJFINANCE","EQ","12-Jul-2017","       1419.20","       1424.50","       1452.00","       1420.00","       1452.00","       1443.70","       1435.90","     654934","           940419643.00","      16957","     308664","         47.13"
"BAJFINANCE","EQ","13-Jul-2017","       1443.70","       1452.00","       1489.50","       1450.90","       1482.10","       1485.90","       1473.08","    1011798","          1490462162.60","      45659","     496745","         49.10"
"BAJFINANCE","EQ","14-Jul-2017","       1485.90","       1485.00","       1508.65","       1470.65","       1495.00","       1499.40","       1488.50","     570522","           849222446.00","      19927","     262514","         46.01"
"BAJFINANCE","EQ","17-Jul-2017","       1499.40","       1504.95","       1549.70","       1488.05","       1538.55","       1538.50","       1525.27","     947006","          1444438289.15","      29590","     327928","         34.63"
"BAJFINANCE","EQ","18-Jul-2017","       1538.50","       1537.95","       1545.15","       1507.00","       1514.95","       1512.35","       1524.50","     501708","           764854066.65","      24617","     215197","         42.89"
"BAJFINANCE","EQ","19-Jul-2017","       1512.35","       1519.65","       1577.40","       1515.00","       1544.00","       1541.85","       1548.11","    2655273","          4110642034.50","      92367","     653995","         24.63"
"BAJFINANCE","EQ","20-Jul-2017","       1541.85","       1551.00","       1608.00","       1547.10","       1587.25","       1595.35","       1587.31","    2169635","          3443890632.20","      71082","     733445","         33.80"
"BAJFINANCE","EQ","21-Jul-2017","       1595.35","       1598.90","       1631.50","       1585.00","       1623.00","       1621.35","       1613.88","    1380541","          2228031116.45","      54293","     459973","         33.32"
"BAJFINANCE","EQ","24-Jul-2017","       1621.35","       1633.00","       1637.30","       1587.95","       1602.00","       1597.40","       1609.17","     835475","          1344419753.10","      38922","     320470","         38.36"
"BAJFINANCE","EQ","25-Jul-2017","       1597.40","       1606.90","       1632.90","       1600.00","       1632.70","       1627.50","       1621.22","     813854","          1319436779.65","      35029","     289558","         35.58"
"BAJFINANCE","EQ","26-Jul-2017","       1627.50","       1636.00","       1695.75","       1630.00","       1691.15","       1687.15","       1665.45","    1475906","          2458050593.65","      49277","     490085","         33.21"
"BAJFINANCE","EQ","27-Jul-2017","       1687.15","       1704.00","       1739.80","       1671.10","       1673.90","       1679.35","       1709.80","    1955562","          3343620960.35","      62265","     565168","         28.90"
"BAJFINANCE","EQ","28-Jul-2017","       1679.35","       1672.00","       1710.90","       1662.55","       1702.20","       1701.35","       1694.75","     926268","          1569796006.05","      38831","     231827","         25.03"
"BAJFINANCE","EQ","31-Jul-2017","       1701.35","       1718.00","       1724.00","       1697.60","       1705.65","       1703.10","       1708.39","     576928","           985615846.05","      23982","     229995","         39.87"
"BAJFINANCE","EQ","01-Aug-2017","       1703.10","       1709.90","       1727.90","       1706.05","       1718.00","       1716.25","       1718.82","     692591","          1190439654.50","      31158","     307909","         44.46"
"BAJFINANCE","EQ","02-Aug-2017","       1716.25","       1724.95","       1726.20","       1691.10","       1705.00","       1707.20","       1708.87","     396171","           677006159.40","      16443","      94058","         23.74"
"BAJFINANCE","EQ","03-Aug-2017","       1707.20","       1714.00","       1729.00","       1698.05","       1708.00","       1701.75","       1713.46","     775709","          1329143630.00","      38229","     345257","         44.51"
"BAJFINANCE","EQ","04-Aug-2017","       1701.75","       1704.90","       1730.00","       1701.05","       1729.55","       1723.45","       1714.61","     710636","          1218461438.15","      30960","     328620","         46.24"
"BAJFINANCE","EQ","07-Aug-2017","       1723.45","       1735.50","       1805.95","       1729.60","       1800.00","       1798.15","       1781.41","    1504033","          2679297944.90","      45419","     563718","         37.48"
"BAJFINANCE","EQ","08-Aug-2017","       1798.15","       1813.00","       1829.50","       1772.00","       1778.00","       1779.80","       1798.06","    1761065","          3166505882.20","      52781","     788011","         44.75"
"BAJFINANCE","EQ","09-Aug-2017","       1779.80","       1769.90","       1769.90","       1682.55","       1693.00","       1697.70","       1725.25","    1899560","          3277223611.15","      55363","    1150309","         60.56"
"BAJFINANCE","EQ","10-Aug-2017","       1697.70","       1680.00","       1689.90","       1610.05","       1650.00","       1635.60","       1655.57","    1835002","          3037977637.15","      53350","    1046613","         57.04"
"BAJFINANCE","EQ","11-Aug-2017","       1635.60","       1590.00","       1732.60","       1590.00","       1704.90","       1695.40","       1678.57","    3505576","          5884367717.05","      71055","    1489630","         42.49"
"BAJFINANCE","EQ","14-Aug-2017","       1695.40","       1721.30","       1742.35","       1705.00","       1717.00","       1710.90","       1718.56","    1311855","          2254500538.20","      49700","     678202","         51.70"
"BAJFINANCE","EQ","16-Aug-2017","       1710.90","       1730.00","       1730.00","       1683.20","       1725.00","       1721.35","       1704.39","     705754","          1202879178.40","      27125","     233605","         33.10"
"BAJFINANCE","EQ","17-Aug-2017","       1721.35","       1730.00","       1762.50","       1720.50","       1722.00","       1728.75","       1740.60","     729269","          1269367431.30","      21925","     165060","         22.63"
